5.436890411376953125e+01,5.898542785644531250e+01
5.515967941284179688e+01,5.941366577148437500e+01
5.454741287231445312e+01,5.773746871948242188e+01
5.421902847290039062e+01,5.707138061523437500e+01
5.458349990844726562e+01,5.724979019165039062e+01
5.410715484619140625e+01,5.395559310913085938e+01
5.368834304809570312e+01,4.831172943115234375e+01
5.407983779907226562e+01,5.194821548461914062e+01
5.063668823242187500e+01,4.008509063720703125e+01
5.385795974731445312e+01,5.029526138305664062e+01
4.778036499023437500e+01,3.905844497680664062e+01
4.919187927246093750e+01,3.958769607543945312e+01
5.357514572143554688e+01,3.998503875732421875e+01
5.467849731445312500e+01,3.918143081665039062e+01
6.020303726196289062e+01,3.627931976318359375e+01
6.282042312622070312e+01,3.542344665527343750e+01
6.738080596923828125e+01,3.624815750122070312e+01
6.476097869873046875e+01,3.552436828613281250e+01
6.384535598754882812e+01,3.544091415405273438e+01
6.800499725341796875e+01,3.645934295654296875e+01
6.566301727294921875e+01,3.583603286743164062e+01
6.470423889160156250e+01,3.553564834594726562e+01
6.629576873779296875e+01,3.590552520751953125e+01
6.164464569091796875e+01,3.569033432006835938e+01
6.365604019165039062e+01,3.566405868530273438e+01
6.199443817138671875e+01,3.546479415893554688e+01
6.135728836059570312e+01,3.576115036010742188e+01
5.961577606201171875e+01,3.658341598510742188e+01
5.632340621948242188e+01,3.829224395751953125e+01
5.274104309082031250e+01,4.211195373535156250e+01
5.791917419433593750e+01,3.746533966064453125e+01
5.314552688598632812e+01,4.517362594604492188e+01
5.290486526489257812e+01,4.460477066040039062e+01
5.244486236572265625e+01,4.069780349731445312e+01
5.286460494995117188e+01,4.310042572021484375e+01
5.572310638427734375e+01,3.862268447875976562e+01
5.334384536743164062e+01,4.566957855224609375e+01
5.478459548950195312e+01,5.553408050537109375e+01
5.418022537231445312e+01,5.389266586303710938e+01
5.408798980712890625e+01,5.238286209106445312e+01
5.421240615844726562e+01,5.326266860961914062e+01
5.507442474365234375e+01,5.698132324218750000e+01
5.446966171264648438e+01,5.547875213623046875e+01
5.439282989501953125e+01,5.892175292968750000e+01
5.466498184204101562e+01,5.870209503173828125e+01
2.951765060424804688e+01,6.504708862304687500e+01
7.509831237792968750e+01,4.040497970581054688e+01
7.360366058349609375e+01,3.944952011108398438e+01
7.844389343261718750e+01,4.209920501708984375e+01
7.666616821289062500e+01,4.124032974243164062e+01
8.596345520019531250e+01,5.138368988037109375e+01
8.476183319091796875e+01,5.838956832885742188e+01
8.526988220214843750e+01,6.049681091308593750e+01
8.523809814453125000e+01,5.719310379028320312e+01
8.519515991210937500e+01,5.880396270751953125e+01
8.538377380371093750e+01,6.561569976806640625e+01
8.537098693847656250e+01,6.614773559570312500e+01
8.510007476806640625e+01,6.356125259399414062e+01
8.490241241455078125e+01,6.727674102783203125e+01
8.528150939941406250e+01,6.737736511230468750e+01
8.496734619140625000e+01,6.599803161621093750e+01
8.537668609619140625e+01,4.518137359619140625e+01
8.561851501464843750e+01,4.751992797851562500e+01
8.601187133789062500e+01,4.887908554077148438e+01
8.435335540771484375e+01,4.464023208618164062e+01
8.273385620117187500e+01,4.396527862548828125e+01
8.164487457275390625e+01,4.353399658203125000e+01
8.582755279541015625e+01,4.993363571166992188e+01
8.742743682861328125e+01,4.385630035400390625e+01
8.567753601074218750e+01,5.332411193847656250e+01
8.819512176513671875e+01,4.373162460327148438e+01
8.962267303466796875e+01,4.203759002685546875e+01
8.841092681884765625e+01,4.331950378417968750e+01
8.991349792480468750e+01,4.203739166259765625e+01
8.922853851318359375e+01,4.298711776733398438e+01
8.771791839599609375e+01,4.368445968627929688e+01
8.934335327148437500e+01,4.247085571289062500e+01
8.889260101318359375e+01,4.303752517700195312e+01
8.775643157958984375e+01,4.351739120483398438e+01
8.941465759277343750e+01,4.237769699096679688e+01
8.979299163818359375e+01,4.215126037597656250e+01
8.521697998046875000e+01,4.586767196655273438e+01
8.574169921875000000e+01,5.142130661010742188e+01
7.958461761474609375e+01,4.274702453613281250e+01
8.015258026123046875e+01,4.299072265625000000e+01
7.038468933105468750e+01,3.754552841186523438e+01
7.170878601074218750e+01,3.845553588867187500e+01
8.086413574218750000e+01,4.322670745849609375e+01
8.586887359619140625e+01,5.375239562988281250e+01
8.558351898193359375e+01,5.506404876708984375e+01
8.565764617919921875e+01,5.596173095703125000e+01
8.519856262207031250e+01,6.216322708129882812e+01
8.542194366455078125e+01,6.040975952148437500e+01
8.502804565429687500e+01,5.767204666137695312e+01
8.513932800292968750e+01,6.188011169433593750e+01
8.491483306884765625e+01,6.465843200683593750e+01
8.519226837158203125e+01,6.726362609863281250e+01
8.521611022949218750e+01,6.760547637939453125e+01
8.512664794921875000e+01,6.480378723144531250e+01
8.518010711669921875e+01,6.545890808105468750e+01
8.538688659667968750e+01,6.747609710693359375e+01
8.539804840087890625e+01,6.638889312744140625e+01
8.499178314208984375e+01,6.469651794433593750e+01
8.510782623291015625e+01,6.562661743164062500e+01
8.540161895751953125e+01,6.680218505859375000e+01
8.595379638671875000e+01,4.952326965332031250e+01
8.535155487060546875e+01,4.813422012329101562e+01
8.565618896484375000e+01,4.683231353759765625e+01
8.601943206787109375e+01,4.888183593750000000e+01
7.258659362792968750e+01,3.898848724365234375e+01
7.334330749511718750e+01,3.935520553588867188e+01
8.106006622314453125e+01,4.337556457519531250e+01
7.410778045654296875e+01,3.969009017944335938e+01
8.965731048583984375e+01,4.258796691894531250e+01
5.441854476928710938e+01,5.704940414428710938e+01
3.210737991333007812e+01,3.812502670288085938e+01
3.258564376831054688e+01,3.785614013671875000e+01
2.978808403015136719e+01,3.905597305297851562e+01
2.816710281372070312e+01,4.031467437744140625e+01
3.008383560180664062e+01,6.647257995605468750e+01
2.895142173767089844e+01,6.429361724853515625e+01
