1.178440475463867188e+01,4.896319198608398438e+01
1.105089950561523438e+01,4.803128051757812500e+01
1.079873275756835938e+01,4.752937698364257812e+01
1.159966278076171875e+01,4.855650329589843750e+01
1.077498340606689453e+01,4.701879119873046875e+01
1.175449466705322266e+01,5.309539413452148438e+01
1.136243247985839844e+01,5.399918365478515625e+01
1.193705558776855469e+01,4.915895843505859375e+01
1.043722915649414062e+01,5.563756179809570312e+01
1.076843833923339844e+01,5.630506896972656250e+01
1.095002079010009766e+01,5.472151565551757812e+01
1.083397293090820312e+01,5.575554656982421875e+01
1.076866054534912109e+01,5.640161132812500000e+01
1.094407939910888672e+01,5.541263961791992188e+01
1.013569927215576172e+01,5.632152557373046875e+01
1.144411659240722656e+01,5.420731353759765625e+01
1.303942489624023438e+01,5.054527664184570312e+01
1.086301136016845703e+01,5.476071548461914062e+01
2.119202232360839844e+01,5.305184936523437500e+01
1.195232295989990234e+01,4.825269317626953125e+01
1.319897842407226562e+01,5.113526916503906250e+01
1.134680938720703125e+01,4.808264160156250000e+01
1.070949077606201172e+01,4.707464599609375000e+01
1.077773284912109375e+01,4.777780914306640625e+01
2.756577682495117188e+01,4.096006011962890625e+01
3.617487716674804688e+01,3.675689697265625000e+01
3.056344795227050781e+01,3.849534606933593750e+01
2.847670173645019531e+01,3.966658782958984375e+01
2.802136611938476562e+01,4.048657608032226562e+01
2.538066864013671875e+01,4.333129119873046875e+01
2.693071174621582031e+01,4.148859405517578125e+01
2.347430992126464844e+01,4.601138305664062500e+01
2.279894638061523438e+01,4.696129608154296875e+01
1.668944358825683594e+01,5.145464706420898438e+01
2.331050300598144531e+01,5.580912399291992188e+01
2.161769294738769531e+01,5.351638412475585938e+01
2.680825042724609375e+01,6.163664627075195312e+01
2.604825592041015625e+01,6.023784637451171875e+01
2.537763595581054688e+01,5.905949783325195312e+01
2.924602317810058594e+01,6.484053802490234375e+01
2.778006172180175781e+01,6.331784057617187500e+01
2.975128364562988281e+01,6.582445526123046875e+01
2.986238288879394531e+01,6.627690887451171875e+01
2.993117523193359375e+01,6.612590026855468750e+01
2.946192550659179688e+01,6.549729919433593750e+01
2.737378501892089844e+01,6.223159790039062500e+01
2.820923042297363281e+01,6.364768218994140625e+01
2.360130310058593750e+01,5.644308853149414062e+01
2.883583831787109375e+01,6.426191711425781250e+01
2.653300285339355469e+01,6.096318817138671875e+01
2.452560234069824219e+01,5.778131866455078125e+01
2.063431739807128906e+01,5.075236129760742188e+01
2.203109169006347656e+01,4.822696685791015625e+01
2.019340705871582031e+01,5.132744979858398438e+01
2.591545677185058594e+01,4.261474609375000000e+01
2.420701217651367188e+01,4.490903854370117188e+01
3.899389648437500000e+01,3.703083801269531250e+01
3.353093719482421875e+01,3.762265396118164062e+01
3.830040740966796875e+01,3.701563262939453125e+01
3.679666519165039062e+01,3.678190612792968750e+01
2.951357460021972656e+01,3.925916290283203125e+01
3.600115966796875000e+01,3.681322097778320312e+01
4.533963012695312500e+01,3.854042816162109375e+01
3.077594184875488281e+01,3.855097198486328125e+01
3.340547180175781250e+01,3.756164550781250000e+01
3.549290084838867188e+01,3.699686050415039062e+01
4.101416015625000000e+01,3.735908508300781250e+01
4.404658508300781250e+01,3.817735671997070312e+01
2.914316749572753906e+01,6.478374481201171875e+01
2.952445030212402344e+01,6.578997802734375000e+01
2.973838806152343750e+01,6.646566009521484375e+01
2.958764839172363281e+01,6.550389862060546875e+01
3.016046333312988281e+01,6.627655792236328125e+01
5.481701278686523438e+01,5.900679397583007812e+01
